wav_filename,wav_filesize,transcript
wavs/174-50561-0006.wav,166958,oh if you play a saroundal singer how can that harm the emperors daughter
wavs/8297-275155-0016.wav,272718,he was introduced to missus norman and to missus normans little girl and we were all charmed with him
wavs/3081-166546-0068.wav,81038,but theyll put a man on for you
wavs/1993-147965-0007.wav,242318,his face had a look of weariness and pleasure like that of sick people when they feel relief from pain
wavs/7850-286674-0001.wav,91278,it is disgraceful
wavs/652-129742-0001.wav,277198,birds nest salad have ready as many crisp leaves of lettuce as may be required to make a dainty little nest for each person
wavs/5694-64038-0020.wav,154958,but after awhile jim says gentlemen i ganning the law
wavs/7850-281318-0023.wav,166798,for she had only the foundation laid criss cross as the mate i have shown her
wavs/1462-170142-0028.wav,96238,presently it go back to his coat sleeve
wavs/2902-9006-0016.wav,384718,that extraordinary reform in morals which according to salvian and his contemporaries the vandal conquerors worked in north africa availed them nothing they lost more than they gave
wavs/1462-170142-0007.wav,78158,i never deed it would be you bartley
wavs/251-136532-0018.wav,220078,without question he had become overnight the most widely known archaeologist in history
wavs/2428-83705-0031.wav,86638,such is the selfishness of human nature
wavs/2035-147960-0013.wav,85678,a o folk was the first one we met
wavs/7976-105575-0015.wav,235438,under the same quiet moonlight and only six hundred yards away from us also lay the victorious rebel army
wavs/2428-83699-0003.wav,200558,it appeared that the terms would be five guineas but there was no mention of the length of time which that fee would cover
wavs/2803-154320-0014.wav,169358,but as to getting alongside the duncan god forbid
wavs/5895-34622-0015.wav,97678,febycookedbenescrubbthe temple
wavs/3536-8226-0022.wav,291278,missus bozzle who well understood that business was business and that wives were not business felt no anger at this and handed her husband his best coat
wavs/1988-24833-0019.wav,86958,i look at my watch its a quarter to eleven
wavs/7976-105575-0008.wav,230158,with a few lanterns our men then went about and tried to gather up the wounded the dead were left till morning
wavs/3853-163249-0019.wav,185678,then it will take the garden in the green house off my hands this sadam for a year or longer if i like
wavs/2035-152373-0010.wav,243278,the kingdom of northumbria as the name implies embraced nearly all the country from the humber to the pictish border
wavs/3081-166546-0047.wav,152398,very well then youre in a position to poor near me
wavs/3576-138058-0007.wav,113678,dost thou revolt against thy master of and natural lord
wavs/3081-166546-0029.wav,220398,the suggestion he had laughed at was not so entirely foolish as he had been pleased to consider it
wavs/1462-170138-0017.wav,198798,sir harry towne bowed and said that he had met mister alexander and his wife in tokyo
wavs/5895-34615-0006.wav,80878,he showed himself on the platform
wavs/6241-61943-0013.wav,255118,then without further remark he put his finger to his lips frowned darkly and descended into the small boat which awaited us
wavs/3081-166546-0064.wav,125838,sweetwater someone drew that weapon out
wavs/5536-43363-0004.wav,300078,it was prepared by dressing in the finest clothes together with some personal possessions and ornaments wrapped in several robes and finally in a secure covering of raw hide
wavs/777-126732-0034.wav,111438,i dont say that protested my calls gently
wavs/251-136532-0011.wav,270318,now it was burned away at both sides and lay still hot along the edges on the floor of the big office room in front
wavs/3081-166546-0041.wav,87598,what do you make of it gryce
wavs/3752-4943-0001.wav,354638,when the muster bell rang and the gang broke up rufus dawes on his silent way to his separate cell observed a notable change of custom in the disposition of the new convict
wavs/6313-76958-0013.wav,377998,the horses of the up it save those that were on night duty and two or three others that had developed a habit of straying had been turned loose early in the evening for animals on the trail or saldepstakedown
wavs/2428-83699-0005.wav,290958,there was nothing said about the sort of accommodation which would be provided nothing about the kind of establishment which was maintained or the table which was kept
wavs/5338-284437-0006.wav,157838,they seem very ignorant poor things said another in reply
wavs/6313-66129-0021.wav,413038,it was a beautiful race the little indian pony sending to enter thoroughly into the spirit of the contest stretching themselves out to their full lens and with heads on a level with their backs fairly flew across the great plot of green
wavs/1988-148538-0011.wav,305678,in aristocratic countries the great possess immense privileges upon which their pride rests without seeking to rely upon the lesser advantages which accrue of them
wavs/2035-147961-0004.wav,190958,the little house on the hillside was so much the color of the night that we could not see it as we came up the draw
wavs/652-130726-0023.wav,216078,we finally got him to select the one prized above all others and this is what she sailor gave us
wavs/2078-142845-0042.wav,135438,victoria buns seventeen thirty two
wavs/5536-43363-0010.wav,328398,no doubt many predictions have been colored to suit the new age and unquestionably false prophets bakers and congers had become the pest of the tribes during the transition period
wavs/3081-166546-0044.wav,143918,he was the plain faced detective who had spoken to george
wavs/8842-304647-0006.wav,734798,the people is a beast of muddy brain that knows not its own force and therefore stands loaded with wood and stone the powerless hands of a mere child guide it with bit and rein one kick would be enough to break the chain but the beast fears and what the child demands it does nor its own terror understands confused and stupefied by bugbears vain
wavs/3752-4944-0063.wav,66318,it relieved him for a while
wavs/3081-166546-0055.wav,124078,honest germans men who have played here for years
wavs/84-121123-0003.wav,217678,and the cry issued from his pores if we may thus speak a cry frightful in its silence
wavs/1673-143397-0019.wav,502318,the past he regretted he was discontented with the present and the future he had reason to dread the oriental bishops successively disengaged their cause from his unpopular name and each day decreased the number of the schismatics who revered nestorius as the confessor of the faith
wavs/3752-4943-0026.wav,129678,oh mister north says kirkland why did you stop me
wavs/3576-138058-0006.wav,126318,how o greater exclaimed dolkioda
wavs/777-126732-0051.wav,138798,he looked dubiously at his brother in law but he did not ask him for information
wavs/174-50561-0009.wav,65358,the wandering singer
wavs/2035-152373-0005.wav,769038,it was the season when the ancient sun god had been accustomed to receive his annual oblations and we can well believe that those whose hearts still trembled at the name of bel must have connected the eclipse and the plague with the revolution in the national worship and the overthrow of the ancient gods on that plain of prostration where they had so long received the homage of an entire people
wavs/3081-166546-0013.wav,167118,i inquired of george with my eyes still on this purtdithwatcher
wavs/6313-66125-0021.wav,159278,lodged in the bridges of a pinyon tree i think it is but he does not answer me
wavs/1462-170142-0023.wav,89998,i have thought about it until i am worn out
wavs/6295-64301-0000.wav,564878,one winter evening as soon as his work was over for the day joseph locked the door of his smithy washed himself well put on clean clothes and taking his violin set out for testbridge mary was expecting him to tea
wavs/422-122949-0012.wav,502478,variations whether they be deviations into the higher finer and rarer or deteriorations and monstrosities appear suddenly on the scene in the greatest exuberance and splendour the individual dares to be individual and attach himself
wavs/251-136532-0014.wav,72558,yes charcoal
wavs/84-121123-0025.wav,200238,the nearest said the district doctor is a good italian abbe who lives next door to you shall i call on him as a pass
wavs/3752-4944-0050.wav,87118,youre a dismissed officer of the government sir
wavs/3081-166546-0088.wav,345998,she struck the blow herself and the strength of purpose which led her to do this gave her the additional force to pull the weapon out and fling it from her
wavs/777-126732-0049.wav,72078,the survey was unfavourable
wavs/1272-135031-0001.wav,356238,he has gone and gone for good answered polychrome who had managed to squeeze into the room beside the dragon and had witnessed the occurrences with much interest
wavs/2428-83699-0037.wav,204718,there was a rush of retreating feet an expostulating voice then darkness again and silence
wavs/6241-61943-0016.wav,149358,this might a scholar spoke no languages save icelandic and latin
wavs/8297-275155-0004.wav,372878,with his own suspicions steadily contradicting him he arrived at the hotel obstinately believing that the charming widow would prove to be a stranger
wavs/2086-149214-0001.wav,223118,in good faith however he is not sufficiently imaginative to flatter himself with the slightest hope of this kind
wavs/2078-142845-0015.wav,314958,mode boil the rice in water until it is quite tender pour off the water and put the rice before it is cold to the flour
wavs/3752-4944-0034.wav,141518,i shall find my port monte in my room you said yes yes
wavs/777-126732-0022.wav,96718,there was an extraordinary force of suggestion in this posturing
wavs/6313-76958-0004.wav,178158,the pony did most of it admitted the lad i just gave him his head and thats all there was to it
wavs/5536-43358-0018.wav,386158,in his own thought he rose superior to them he scorned them even as a lofty spirit absorbed in its stern task rejects the soft beds the luxurious food the pleasure worshiping gallons of the rich neighbor
wavs/2412-153947-0012.wav,63438,there was also another cause
wavs/2428-83705-0025.wav,315118,i have drawn up a list of all the people who ought to give us a present and i shall tell them what they ought to give it wont be my fault if i dont get it
wavs/2086-149220-0029.wav,178638,i can assure you that this is a modern face and one which you will very probably meet
wavs/6241-66616-0025.wav,329838,there was little time to lose in making preparations and the fourth day following the receipt of wabis letter found rod and his mother waiting for the train which was to whirl the boy into his new life
wavs/2428-83705-0007.wav,106638,the girl is fretting but you dont seem to notice it
wavs/3853-163249-0045.wav,233358,then they stood quite still for a time and in the silence the two hearts talked together in the sweet language no tongue can other
wavs/6241-61946-0003.wav,270158,geographers have divided it into four parts and we had to cross the southwest quarter which in the vernacular is called suidvestferdinger
wavs/2803-154328-0021.wav,97678,watch the savages outside said robert
wavs/8842-304647-0005.wav,71118,a poparlionabestea
wavs/8842-302201-0000.wav,304078,thereafter this sonnet bred in me desire to write down in verse four other things touching my condition the which things it seemed to me that i had not yet made manifest
wavs/6345-93306-0023.wav,379278,the lady and the guitar certainly passed the night at hill view villa but when his mother very angry and very frightened came up with him at about noon the house looked just as usual and no one was there but the charwoman
wavs/84-121123-0011.wav,104078,said morrel sadly yes replied note
wavs/251-118436-0021.wav,127438,there was the old imperious note in his failing whisper
wavs/1988-24833-0026.wav,83118,ive decided to enlist in the army
wavs/2078-142845-0001.wav,68398,seventeen seventeen
wavs/3536-23268-0030.wav,271278,keep your appointment and be assured that i shall issue my commands with more circumspection for the future as i find how strictly they are complied with
wavs/652-130726-0026.wav,196398,then take it out of the roasting pan and put it into a casserole after sprinkling it with two ounces of flour
wavs/3000-15664-0041.wav,914318,tracing the mc cloud to its highest springs and over the divide to the fountains of fall river near fort crook thence down that river to its confluence with the pitt on from there to the volcanic region about lassens butte through the big meadows among the sources of the feather river and down through forests of sugar pine to the fertile plains of chico this is a glorious saunter and imposes no hardship
wavs/5338-24640-0007.wav,561678,he had neither sympathy with my innocence nor with my wretchedness and the petrifying accuracy with which he attended to every form of civility while he tortured me by his questions his suspicions and his inferences was as tormenting as the racks of the inquisition
wavs/7976-105575-0000.wav,293198,grant was only a few miles away but although the commander in chief he knew nothing of the hardest fought battle of the civil war until it was over
wavs/7976-110124-0018.wav,258478,the merchants daughter at first did not answer but as he kept on calling to her she finally asked him what it was that he wanted
wavs/5895-34615-0001.wav,105838,such perfect completeness is not in nature
wavs/6241-61943-0014.wav,215758,he was however but a civil servant a magistrate the governor of the island baron trampe
wavs/1919-142785-0058.wav,75598,fried bread for borders
wavs/5694-64029-0026.wav,154318,as i went back to the field hospital i overtook another man walking along
wavs/652-130726-0011.wav,605678,the restaurants of the present day that approach nearest the old bohemian restaurants of pre fire days of the french class are jacks in sacramento street between montgomery and carney felix in montgomery street between clay and washington and the potaldogbergasfranks in wish street between curneand grantavenu
wavs/8842-302196-0007.wav,198958,on january twenty fifth he wrote many and many thanks for a most essential service most thoroughly performed
wavs/2078-142845-0020.wav,301518,mode let the tartaric acid and salt be reduced to the finest possible powder then mix them well with the flour
wavs/3576-138058-0000.wav,452558,master and man dismounted from their beasts and as soon as they had settled themselves at the foot of the trees sancho who had had a good noontide meal that day let himself without more ado pass the gates of sleep
wavs/2277-149896-0000.wav,210958,he was in a fevered state of mind owing to the blight his wifes action threatened to cast upon his entire future
wavs/777-126732-0057.wav,351278,her bare feet as if poked through the bottom of an unadorned sleeved calical sack but an tightly at neck and wrists felt over the rug for the slippers while she looked upward into her husbands face
wavs/6345-93302-0000.wav,316238,she herself should have been a poem a lyric in a white gown and green scarf coming to him through the long grass under the blossomed bows
wavs/2428-83699-0014.wav,70958,it was a horrible journey
wavs/1993-147965-0006.wav,282638,he sat still and passive his head resting against the back of the wooden rocking chair his hands relaxed upon the arms
wavs/1993-147965-0008.wav,176078,he made the sign of the cross over me put on his cap and went off in the dark
wavs/6313-76958-0016.wav,139278,you wont be so fast to wake up hard work and cowboys after that i reckon
wavs/6295-64301-0007.wav,140718,just then he was in no mood to think of the sorrows
wavs/422-122949-0026.wav,419598,the highest instinct for purity places him who is affected with it in the most extraordinary and dangerous isolation as a saint for it is just holiness the highest spiritualization of the instinct in question
wavs/2086-149220-0045.wav,145518,fewer words than before but with the same mysterious music in them
wavs/6313-66129-0008.wav,162318,he buried his biscuit under a layer of jam over which he spread a thick toy of honey
wavs/2086-149220-0017.wav,278478,ah but these hens answered the young man these hens of aristocratic lineage would scorn to understand the vulgar language of a barn yard fowl
wavs/6295-64301-0018.wav,318318,let but a mood be strong enough and the soul clothing itself in that mood as with a garment can walk abroad and haunt the world
wavs/8297-275156-0012.wav,182478,he added sydneys address in a postscript and dispatched his letter that evening
wavs/3081-166546-0081.wav,97838,there was no poured in the wound
wavs/6241-61946-0009.wav,137358,i should have a violent attack of the cramp if i were not to have some sort of exercise
wavs/1673-143396-0010.wav,383918,but the rashness of these concessions has encouraged a milder sentiment of those of the docetes who taught not that christ was a phantom but that he was clothed with impassible and incorruptible body
wavs/3170-137482-0041.wav,224878,they were not only good christians and faithful to the church but even real devotees and full of scruples
wavs/2412-153947-0005.wav,437838,i am surprised however that the book at which such an example of the specious misuse of analogy would seem most naturally levelled should have occurred to know her a viewer neither shall i mention the name of the book cure though i should fancy that the hint given will suffice
wavs/3081-166546-0006.wav,120878,the boys look quite awake enough if the father does not
wavs/3170-137482-0019.wav,170638,i picked it up and coming up to him just as he was going down the steps i handed it to him
wavs/6241-66616-0006.wav,185518,meanwhile two children came to bless the happy union of newsome and his lovely indian wife
wavs/6241-61946-0004.wav,176558,we took our way through poor and sparse meadows which made a desperate effort every year to show a little green
wavs/3576-138058-0034.wav,258158,what led me into it was a certain thirst for vengeance which is strong enough to disturb the quietest hearts
wavs/1993-147966-0003.wav,83118,for ambrosch my mama come here
wavs/3170-137482-0042.wav,357038,as for the eucharist transubstantiation the real presence it was all no mystery to them but palpable evidence and yet they were not jesuits
wavs/8297-275155-0003.wav,113678,randal looked again at the first words in the paragraph
wavs/3853-163249-0015.wav,73678,it is terrible and yet glorious
wavs/6345-93306-0018.wav,141038,i will catch the night train and bring my mother up to morrow then we will see what can be done
wavs/777-126732-0046.wav,71918,in any case he had not the time
wavs/777-126732-0081.wav,48238,comfortable dear
wavs/1993-147964-0005.wav,336558,when he mounted his horse at the door i saw that he had a hatchet slung to his belt and he gave grandmother a meaning look which told me he was planning a surprise for me
wavs/6241-61943-0006.wav,122638,no mister hardwake said the captain no fear of that
wavs/174-50561-0017.wav,90478,i dont know what becomes of the ladies
wavs/1272-135031-0008.wav,117518,i hope it does not work too hard since he gets
wavs/174-168635-0007.wav,326798,the man no longer produced on her the effect of being old or poor she thought jean velshonhandsome just as she thought the huffle pretty
wavs/3853-163249-0002.wav,245358,so christy turned to defer to her prophetic soul and gave herself up to the blissful holiday that had come at last
wavs/7976-105575-0016.wav,326638,once in the night i slipped away from the bivouac and hurried to the old tishimingo hotel to see a lieutenant of my company who had been shot to the breast
wavs/5536-43363-0008.wav,329358,at the end of a year from the time of death the relatives made a public feast and gave away the clothing and other gifts while the lock of hair was interred with appropriate ceremonies
